timestamp,Ax,Ay,Az
0.62,-0.0007216569,-0.002305442,-0.01958932
0.64,-0.001903602,0.001958977,-0.01587042
0.66,-0.004294253,0.0003222457,-0.01274419
0.68,-2.508177e-05,-0.004128232,-0.01373885
0.7000000000000001,0.005250842,-0.006242957,-0.013018
0.72,0.002489833,-0.004297268,-0.009259257
0.74,0.0008106328,0.0004152381,-0.00753524
0.76,0.001166027,0.0003754066,-0.00754386
0.78,-0.0006930307,-0.001618403,-0.01017443
0.8,-7.724243e-05,-0.001817927,-0.01093676
0.8200000000000001,0.0005036869,-0.003620557,-0.0069656
0.84,-0.000494603,-0.005030822,-0.002073686
0.86,0.0001562458,-0.006879768,-0.0003726777
0.88,6.459274e-05,-0.007551414,-0.003797477
0.9,-0.0003200566,-0.007095538,-0.005405762
0.92,0.000185352,-0.009193416,-0.003975261
0.9400000000000001,-0.0003749041,-0.005811485,-0.004314681
0.96,-0.001012818,-0.001100333,-0.004936361
0.98,-0.00161137,-0.003513449,-0.004429086
1.0,-0.00176494,-0.003724755,-0.003492312
1.02,-0.0006357269,-0.002230556,-0.003647089
1.04,0.001047456,-0.003286977,-0.002951549
1.06,0.003018694,-0.002275556,-0.0007014659
1.08,0.001412165,0.0001717125,0.0003388346
1.1,-0.00150914,0.00175554,-0.0008417306
1.12,6.024601e-05,-7.590393e-05,-0.005925807
1.1400000000000001,0.0004354225,-0.004052565,-0.01006841
1.16,-0.0008185338,-0.00429535,-0.008023282
1.18,0.0002276555,-0.002928965,-0.003412107
1.2,-0.0002998938,-0.002023084,0.0003589624
1.22,-0.001147484,0.0001714439,0.002647864
1.24,-0.0002222655,0.001574181,0.002381057
1.26,0.0015755,0.003070189,-0.002269757
1.28,0.003531266,0.004455942,-0.005914581
1.3,0.002285063,0.003045876,-0.004138911
1.32,-0.0004197538,0.001776179,-0.0005428851
1.34,-0.003737739,0.000968947,0.003489608
1.36,-0.006706148,0.0009365296,0.001409457
1.3800000000000001,-0.003148451,0.003514173,-0.007744609
1.4000000000000001,0.0007325377,0.003621881,-0.01362096
1.42,0.0006681351,-0.0004713801,-0.01459605
1.44,0.002162164,-0.004461824,-0.01424104
1.46,-0.0009459388,-0.004805539,-0.01345656
1.48,-0.006476143,-0.002680022,-0.007689982
1.5,-0.003423333,-0.0005307344,-0.001351084
1.52,-0.0006099271,0.004117354,-0.003900881
1.54,-0.002929186,0.007375066,-0.006647453
1.56,-0.001795917,0.007110811,-0.006077766
1.58,0.0009556778,0.007835005,-0.00255935
1.6,0.002311049,0.007948574,0.003613836
1.62,0.002537544,0.008879075,0.001100876
1.6400000000000001,0.001180425,0.008797726,-0.001726151
1.6600000000000001,0.001217372,0.004488573,0.001531361
1.68,0.0008693696,-0.0002079052,0.000343686
1.7,0.0006858825,-0.003728186,0.0003156778
1.72,0.002155518,-0.0006242026,0.003154938
1.74,0.000477616,0.006044044,0.00358997
1.76,-0.001506008,0.00819146,0.003908347
1.78,-0.002104581,0.007840818,0.003834949
1.8,-0.001493761,0.004984459,0.005438504
1.82,0.002181094,0.003924646,0.00715756
1.84,0.002875756,0.004711914,0.004773999
1.86,0.0008713169,0.004027245,0.004065049
1.8800000000000001,-0.000392094,0.004990139,0.008578893
1.9000000000000001,-0.0005690234,0.002853455,0.01266003
1.92,0.0005687418,0.0004181873,0.01145131
1.94,-0.001176213,0.002052878,0.008438243
1.96,-0.001957435,0.005539667,0.003287705
1.98,-0.0004714654,0.01235026,-0.005848621
2.0,0.0002080969,0.01270874,-0.004732767
2.02,0.003379712,0.00658546,0.003878565
2.04,0.004829054,0.001688833,0.003911876
2.06,0.003379863,-0.003378065,0.006074902
2.08,0.001088405,0.003560253,0.0116915
2.1,-0.001249106,0.01663353,0.0105467
2.12,0.0003869506,0.01632624,0.00785277
2.14,0.0005329486,0.01316344,0.005076829
2.16,-0.0006785637,0.01170208,0.006815634
2.18,0.0005940894,0.006578911,0.01149356
2.2,-8.355098e-05,0.004478779,0.01039708
2.22,-0.0001416913,0.005702149,0.0107033
2.24,0.0007844182,0.00750645,0.01004789
2.2600000000000002,0.001506924,0.009006274,0.006209734
2.2800000000000002,0.003385515,0.01058056,0.007604412
2.3000000000000003,0.002165718,0.01285641,0.007845356
2.32,0.0004222097,0.01167926,0.004790369
2.34,0.0008543096,0.008624938,0.002445396
2.36,-0.0001038208,0.006604234,0.001235987
2.38,-0.0001413944,0.004295088,0.005392138
2.4,0.001332858,0.002025194,0.008540296
2.42,0.001540863,0.0009996095,0.001849718
2.44,0.001077121,0.0009039643,-0.004121458
2.46,-0.0007355342,-0.003573985,0.001457857
2.48,-0.003766729,-0.008672473,0.005746104
2.5,-0.004646144,-0.00547985,-0.0002996671
2.52,-0.002941333,-0.002987481,-0.004886324
2.54,-0.001598751,-0.007192009,-0.003397195
0.0,0.003531266,0.004455942,-0.005914581
0.02,0.002285063,0.003045876,-0.004138911
0.04,-0.0004197538,0.001776179,-0.0005428851
0.06,-0.003737739,0.000968947,0.003489608
0.08,-0.006706148,0.0009365296,0.001409457
0.1,-0.003148451,0.003514173,-0.007744609
0.12,0.0007325377,0.003621881,-0.01362096
0.14,0.0006681351,-0.0004713801,-0.01459605
0.16,0.002162164,-0.004461824,-0.01424104
0.18,-0.0009459388,-0.004805539,-0.01345656
0.2,-0.006476143,-0.002680022,-0.007689982
0.22,-0.003423333,-0.0005307344,-0.001351084
0.24,-0.0006099271,0.004117354,-0.003900881
0.26,-0.002929186,0.007375066,-0.006647453
0.28,-0.001795917,0.007110811,-0.006077766
0.3,0.0009556778,0.007835005,-0.00255935
0.32,0.002311049,0.007948574,0.003613836
0.34,0.002537544,0.008879075,0.001100876
0.36,0.001180425,0.008797726,-0.001726151
0.38,0.001217372,0.004488573,0.001531361
0.4,0.0008693696,-0.0002079052,0.000343686
0.42,0.0006858825,-0.003728186,0.0003156778
0.44,0.002155518,-0.0006242026,0.003154938
0.46,0.000477616,0.006044044,0.00358997
0.48,-0.001506008,0.00819146,0.003908347
0.5,-0.002104581,0.007840818,0.003834949
0.52,-0.001493761,0.004984459,0.005438504
0.54,0.002181094,0.003924646,0.00715756
0.56,0.002875756,0.004711914,0.004773999
0.58,0.0008713169,0.004027245,0.004065049
0.6,-0.000392094,0.004990139,0.008578893
0.62,-0.0005690234,0.002853455,0.01266003
0.64,0.0005687418,0.0004181873,0.01145131
0.66,-0.001176213,0.002052878,0.008438243
0.68,-0.001957435,0.005539667,0.003287705
0.7000000000000001,-0.0004714654,0.01235026,-0.005848621
0.72,0.0002080969,0.01270874,-0.004732767
0.74,0.003379712,0.00658546,0.003878565
0.76,0.004829054,0.001688833,0.003911876
0.78,0.003379863,-0.003378065,0.006074902
0.8,0.001088405,0.003560253,0.0116915
0.8200000000000001,-0.001249106,0.01663353,0.0105467
0.84,0.0003869506,0.01632624,0.00785277
0.86,0.0005329486,0.01316344,0.005076829
0.88,-0.0006785637,0.01170208,0.006815634
0.9,0.0005940894,0.006578911,0.01149356
0.92,-8.355098e-05,0.004478779,0.01039708
0.9400000000000001,-0.0001416913,0.005702149,0.0107033
0.96,0.0007844182,0.00750645,0.01004789
0.98,0.001506924,0.009006274,0.006209734
1.0,0.003385515,0.01058056,0.007604412
1.02,0.002165718,0.01285641,0.007845356
1.04,0.0004222097,0.01167926,0.004790369
1.06,0.0008543096,0.008624938,0.002445396
1.08,-0.0001038208,0.006604234,0.001235987
1.1,-0.0001413944,0.004295088,0.005392138
1.12,0.001332858,0.002025194,0.008540296
1.1400000000000001,0.001540863,0.0009996095,0.001849718
1.16,0.001077121,0.0009039643,-0.004121458
1.18,-0.0007355342,-0.003573985,0.001457857
1.2,-0.003766729,-0.008672473,0.005746104
1.22,-0.004646144,-0.00547985,-0.0002996671
1.24,-0.002941333,-0.002987481,-0.004886324
1.26,-0.001598751,-0.007192009,-0.003397195
1.28,-0.001772352,-0.01018541,0.001053255
1.3,-0.001311448,-0.01125254,0.001227295
1.32,0.0003876795,-0.0121963,-0.006004362
1.34,0.0004081084,-0.01114337,-0.008042814
1.36,-0.0003554848,-0.007825615,-0.006045211
1.3800000000000001,0.000998156,-0.001033787,-0.005614841
1.4000000000000001,0.001109318,0.003850539,-0.00293945
1.42,-0.00314936,-0.0003516233,-0.001349962
1.44,-0.008882086,-0.004737375,0.001680984
1.46,-0.01048281,-0.003945412,0.003860562
1.48,-0.004481786,-0.004975113,0.0007004927
1.5,0.004527594,-0.006048249,-0.001355933
1.52,0.008166536,-0.004648472,-0.003865603
1.54,0.002929029,-0.001638788,-0.003100434
1.56,-0.004486608,0.003605332,0.002034798
1.58,-0.004716759,0.005257024,0.00191186
1.6,-0.001637127,0.002393704,-0.0002527149
1.62,-9.695961e-05,-0.0006982723,-0.002242471
1.6400000000000001,0.001614149,-0.005531715,-0.004317535
1.6600000000000001,0.002618655,-0.0111575,-0.007194851
1.68,0.004764628,-0.01533268,-0.01268424
1.7,0.005850534,-0.01527474,-0.01146728
1.72,0.002578509,-0.01088979,-0.00675649
1.74,0.0006765935,-0.00956446,-0.005141939
1.76,0.002137831,-0.009665561,-0.002170144
1.78,0.003519407,-0.008732625,-0.005914338
1.8,0.002715181,-0.009452605,-0.01268042
1.82,0.002370056,-0.008210103,-0.01040767
1.84,0.00329938,-0.007717272,-0.006662952
1.86,0.002356592,-0.008055795,-0.003185698
1.8800000000000001,0.001481288,-0.007410384,-0.0005089494
1.9000000000000001,-0.0003403578,-0.009625222,-0.002894676
1.92,-0.002201276,-0.008887594,-0.006234218
1.94,0.0001238908,-0.007882811,-0.01080015
1.96,0.002344658,-0.009518091,-0.01102115
1.98,0.002705566,-0.008084549,-0.005668005
2.0,0.001281408,-0.007657796,-0.003917785
2.02,-0.0009489518,-0.004415951,-0.001011636
2.04,0.0008901394,0.0004499875,0.0002167201
2.06,0.004952111,-0.001523683,-0.002559828
2.08,0.007314656,-0.003409245,0.0004190649
2.1,0.004242222,-0.004295764,0.000559708
2.12,-0.002776261,-0.007152848,-0.001983923
2.14,-0.004625377,-0.008046479,0.0007610699
2.16,-0.001945381,-0.008149167,-0.001848909
2.18,0.002561209,-0.009851324,-0.007844772
2.2,0.007382496,-0.0105419,-0.009795951
2.22,0.005729969,-0.007638021,-0.008854368
2.24,0.002901375,-0.004282001,-0.004676575
2.2600000000000002,0.002895701,-0.004194685,-0.002419232
2.2800000000000002,0.0005331674,-0.005142322,-0.001374871
2.3000000000000003,0.0005518312,-0.005051534,-0.001094204
2.32,0.001286363,-0.007900585,-0.007384436
2.34,-0.0009255617,-0.01200325,-0.01219319
2.36,0.0006607596,-0.01081536,-0.009649446
2.38,0.001852535,-0.009352108,-0.007768295
2.4,-0.0002675897,-0.01051385,-0.01030535
2.42,-0.000394315,-0.009039938,-0.0126113
2.44,-0.0002794942,-0.006839299,-0.01272897
2.46,-0.0003163743,-0.006250388,-0.01320838
2.48,0.0001438252,-0.005955263,-0.01260342
2.5,0.001245999,-0.006397631,-0.01144203
2.52,0.003116783,-0.006601456,-0.0120302
2.54,0.002177658,-0.00544224,-0.01278381
0.0,-0.001772352,-0.01018541,0.001053255
0.02,-0.001311448,-0.01125254,0.001227295
0.04,0.0003876795,-0.0121963,-0.006004362
0.06,0.0004081084,-0.01114337,-0.008042814
0.08,-0.0003554848,-0.007825615,-0.006045211
0.1,0.000998156,-0.001033787,-0.005614841
0.12,0.001109318,0.003850539,-0.00293945
0.14,-0.00314936,-0.0003516233,-0.001349962
0.16,-0.008882086,-0.004737375,0.001680984
0.18,-0.01048281,-0.003945412,0.003860562
0.2,-0.004481786,-0.004975113,0.0007004927
0.22,0.004527594,-0.006048249,-0.001355933
0.24,0.008166536,-0.004648472,-0.003865603
0.26,0.002929029,-0.001638788,-0.003100434
0.28,-0.004486608,0.003605332,0.002034798
0.3,-0.004716759,0.005257024,0.00191186
0.32,-0.001637127,0.002393704,-0.0002527149
0.34,-9.695961e-05,-0.0006982723,-0.002242471
0.36,0.001614149,-0.005531715,-0.004317535
0.38,0.002618655,-0.0111575,-0.007194851
0.4,0.004764628,-0.01533268,-0.01268424
0.42,0.005850534,-0.01527474,-0.01146728
0.44,0.002578509,-0.01088979,-0.00675649
0.46,0.0006765935,-0.00956446,-0.005141939
0.48,0.002137831,-0.009665561,-0.002170144
0.5,0.003519407,-0.008732625,-0.005914338
0.52,0.002715181,-0.009452605,-0.01268042
0.54,0.002370056,-0.008210103,-0.01040767
0.56,0.00329938,-0.007717272,-0.006662952
0.58,0.002356592,-0.008055795,-0.003185698
0.6,0.001481288,-0.007410384,-0.0005089494
0.62,-0.0003403578,-0.009625222,-0.002894676
0.64,-0.002201276,-0.008887594,-0.006234218
0.66,0.0001238908,-0.007882811,-0.01080015
0.68,0.002344658,-0.009518091,-0.01102115
0.7000000000000001,0.002705566,-0.008084549,-0.005668005
0.72,0.001281408,-0.007657796,-0.003917785
0.74,-0.0009489518,-0.004415951,-0.001011636
0.76,0.0008901394,0.0004499875,0.0002167201
0.78,0.004952111,-0.001523683,-0.002559828
0.8,0.007314656,-0.003409245,0.0004190649
0.8200000000000001,0.004242222,-0.004295764,0.000559708
0.84,-0.002776261,-0.007152848,-0.001983923
0.86,-0.004625377,-0.008046479,0.0007610699
0.88,-0.001945381,-0.008149167,-0.001848909
0.9,0.002561209,-0.009851324,-0.007844772
0.92,0.007382496,-0.0105419,-0.009795951
0.9400000000000001,0.005729969,-0.007638021,-0.008854368
0.96,0.002901375,-0.004282001,-0.004676575
0.98,0.002895701,-0.004194685,-0.002419232
1.0,0.0005331674,-0.005142322,-0.001374871
1.02,0.0005518312,-0.005051534,-0.001094204
1.04,0.001286363,-0.007900585,-0.007384436
1.06,-0.0009255617,-0.01200325,-0.01219319
1.08,0.0006607596,-0.01081536,-0.009649446
1.1,0.001852535,-0.009352108,-0.007768295
1.12,-0.0002675897,-0.01051385,-0.01030535
1.1400000000000001,-0.000394315,-0.009039938,-0.0126113
1.16,-0.0002794942,-0.006839299,-0.01272897
1.18,-0.0003163743,-0.006250388,-0.01320838
1.2,0.0001438252,-0.005955263,-0.01260342
1.22,0.001245999,-0.006397631,-0.01144203
1.24,0.003116783,-0.006601456,-0.0120302
1.26,0.002177658,-0.00544224,-0.01278381
1.28,8.747685e-05,-0.003856929,-0.01333336
1.3,-0.0002719175,-0.002837935,-0.01494756
1.32,0.001022103,-0.003086418,-0.01567863
1.34,0.003126034,-0.004574481,-0.009798396
1.36,0.002283709,-0.00733629,-0.004299102
1.3800000000000001,0.0008851379,-0.00843764,-0.004327871
1.4000000000000001,0.001932655,-0.005469174,-0.003051223
1.42,0.002270077,-0.004142664,-0.004402753
1.44,0.00224728,-0.005924252,-0.005266994
1.46,0.002175194,-0.007195491,-0.004967437
1.48,0.00174963,-0.008326246,-0.008718724
1.5,0.001420277,-0.008167899,-0.01068917
1.52,0.0002974045,-0.006225295,-0.01403569
1.54,0.0006647435,-0.003859694,-0.01036725
1.56,0.001911122,-0.003188715,-0.000379592
1.58,0.00177805,-0.004081277,-0.001602285
1.6,0.001086774,-0.003386521,-0.002729778
1.62,-0.0007161655,-0.003710898,-0.002116936
1.6400000000000001,-0.001347448,-0.006195435,-0.007119986
1.6600000000000001,-0.0003844911,-0.007462971,-0.009632604
1.68,-0.0001346739,-0.005766133,-0.00875597
1.7,0.000665801,-0.00307357,-0.008067118
1.72,0.0006559516,-0.003851369,-0.01012461
1.74,0.0002208732,-0.003758605,-0.00958633
1.76,0.001470475,-0.001468465,-0.008028755
1.78,0.001643769,-0.002462883,-0.009118071
1.8,-0.0001056598,-0.002536822,-0.004791155
1.82,-0.001682545,-0.001536574,-0.001709156
1.84,-0.001165447,-0.003697572,-0.003645468
1.86,0.0002412968,-0.008843626,-0.005548018
1.8800000000000001,0.0002161622,-0.01466167,-0.007449106
1.9000000000000001,-0.0001016283,-0.01250289,-0.00578841
1.92,-0.001545708,-0.006846302,-0.004541142
1.94,-0.003518027,-0.006415235,-0.006060352
1.96,-0.003203586,-0.002983671,-0.005563816
1.98,-0.002375635,0.0007849424,-0.001605122
2.0,-0.001825478,-0.0001100699,0.002886305
2.02,-0.001753681,1.964319e-05,0.001925585
2.04,-0.002503634,-0.001568928,-0.0006791725
2.06,-0.002611855,-0.003956685,-0.001627006
2.08,-0.002714869,-0.005599697,-0.003674206
2.1,-0.001748359,-0.007100791,-0.005533498
2.12,6.586793e-05,-0.005044737,-0.00892129
2.14,-4.951748e-05,-0.004080598,-0.01131816
2.16,-0.0008981547,-0.002015576,-0.0079675
2.18,-0.001478435,0.001713242,-0.003316441
2.2,-0.0006984065,-0.0001358925,-0.0006254572
2.22,0.000440915,-0.0003525902,0.0003152164
2.24,-0.001206032,0.001116772,-0.0004743121
2.2600000000000002,-0.002606733,0.0001084927,-0.001904192
2.2800000000000002,-0.001985628,0.001756904,-0.002079963
2.3000000000000003,-0.001229639,0.003161085,0.001764932
2.32,-0.001129047,0.002886354,0.006107054
2.34,-0.001333723,0.003001412,0.004255723
2.36,0.000458441,0.003565424,0.001266921
2.38,0.002102873,0.003913235,0.0005853463
2.4,0.001358386,0.00173364,-0.002892971
2.42,0.0008196291,0.0008790649,-0.003828904
2.44,-0.0002116411,0.003319797,-0.001941031
2.46,-0.001914734,0.005359476,-0.003551131
2.48,-0.001631468,0.004399398,-0.002159595
2.5,-0.0008671074,-1.829581e-05,-0.0003940891
2.52,-0.001171848,-0.002481271,-0.002793759
2.54,-2.791736e-05,-0.001235196,-0.004580604
0.0,8.747685e-05,-0.003856929,-0.01333336
0.02,-0.0002719175,-0.002837935,-0.01494756
0.04,0.001022103,-0.003086418,-0.01567863
0.06,0.003126034,-0.004574481,-0.009798396
0.08,0.002283709,-0.00733629,-0.004299102
0.1,0.0008851379,-0.00843764,-0.004327871
0.12,0.001932655,-0.005469174,-0.003051223
0.14,0.002270077,-0.004142664,-0.004402753
0.16,0.00224728,-0.005924252,-0.005266994
0.18,0.002175194,-0.007195491,-0.004967437
0.2,0.00174963,-0.008326246,-0.008718724
0.22,0.001420277,-0.008167899,-0.01068917
0.24,0.0002974045,-0.006225295,-0.01403569
0.26,0.0006647435,-0.003859694,-0.01036725
0.28,0.001911122,-0.003188715,-0.000379592
0.3,0.00177805,-0.004081277,-0.001602285
0.32,0.001086774,-0.003386521,-0.002729778
0.34,-0.0007161655,-0.003710898,-0.002116936
0.36,-0.001347448,-0.006195435,-0.007119986
0.38,-0.0003844911,-0.007462971,-0.009632604
0.4,-0.0001346739,-0.005766133,-0.00875597
0.42,0.000665801,-0.00307357,-0.008067118
0.44,0.0006559516,-0.003851369,-0.01012461
0.46,0.0002208732,-0.003758605,-0.00958633
0.48,0.001470475,-0.001468465,-0.008028755
0.5,0.001643769,-0.002462883,-0.009118071
0.52,-0.0001056598,-0.002536822,-0.004791155
0.54,-0.001682545,-0.001536574,-0.001709156
0.56,-0.001165447,-0.003697572,-0.003645468
0.58,0.0002412968,-0.008843626,-0.005548018
0.6,0.0002161622,-0.01466167,-0.007449106
0.62,-0.0001016283,-0.01250289,-0.00578841
0.64,-0.001545708,-0.006846302,-0.004541142
0.66,-0.003518027,-0.006415235,-0.006060352
0.68,-0.003203586,-0.002983671,-0.005563816
0.7000000000000001,-0.002375635,0.0007849424,-0.001605122
0.72,-0.001825478,-0.0001100699,0.002886305
0.74,-0.001753681,1.964319e-05,0.001925585
0.76,-0.002503634,-0.001568928,-0.0006791725
0.78,-0.002611855,-0.003956685,-0.001627006
0.8,-0.002714869,-0.005599697,-0.003674206
0.8200000000000001,-0.001748359,-0.007100791,-0.005533498
0.84,6.586793e-05,-0.005044737,-0.00892129
0.86,-4.951748e-05,-0.004080598,-0.01131816
0.88,-0.0008981547,-0.002015576,-0.0079675
0.9,-0.001478435,0.001713242,-0.003316441
0.92,-0.0006984065,-0.0001358925,-0.0006254572
0.9400000000000001,0.000440915,-0.0003525902,0.0003152164
0.96,-0.001206032,0.001116772,-0.0004743121
